x,y,value
2017-08-15,BOYACA,1
2017-08-15,CALDAS,4
2017-08-15,CAQUETA,1
2017-08-15,CASANARE,1
2017-08-15,CAUCA,9
2017-08-15,CESAR,1
2017-08-15,CORDOBA,7
2017-08-15,CUNDINAMARCA,125
2017-08-15,GUAJIRA,1
2017-08-15,HUILA,3
2017-08-15,MAGDALENA,3
2017-08-15,META,9
2017-08-15,NARINO,10
2017-08-15,NORTE DE SANTANDER,2
2017-08-15,QUINDIO,5
2017-08-15,RISARALDA,2
2017-08-15,SAN ANDRES,1
2017-08-15,SANTANDER,14
2017-08-15,SUCRE,3
2017-08-15,TOLIMA,10
2017-08-15,VALLE,37
2017-08-16,AMAZONAS,1
2017-08-16,ANTIOQUIA,23
2017-08-16,ATLANTICO,10
2017-08-16,BOLIVAR,1
2017-08-16,CALDAS,7
2017-08-16,CAQUETA,2
2017-08-16,CASANARE,2
2017-08-16,CAUCA,5
2017-08-16,CESAR,4
2017-08-16,CORDOBA,33
2017-08-16,CUNDINAMARCA,131
2017-08-16,GUAJIRA,2
2017-08-16,HUILA,5
2017-08-16,MAGDALENA,1
2017-08-16,META,12
2017-08-16,NARINO,5
2017-08-16,NORTE DE SANTANDER,2
2017-08-16,QUINDIO,5
2017-08-16,RISARALDA,3
2017-08-16,SANTANDER,8
2017-08-16,TOLIMA,8
2017-08-16,VALLE,34
2017-08-17,ANTIOQUIA,28
2017-08-17,ARAUCA,3
2017-08-17,ATLANTICO,43
2017-08-17,BOLIVAR,1
2017-08-17,BOYACA,4
2017-08-17,CALDAS,2
2017-08-17,CAQUETA,1
2017-08-17,CAUCA,6
2017-08-17,CESAR,3
2017-08-17,CORDOBA,12
2017-08-17,CUNDINAMARCA,136
2017-08-17,GUAJIRA,7
2017-08-17,HUILA,1
2017-08-17,MAGDALENA,6
2017-08-17,META,2
2017-08-17,NARINO,9
2017-08-17,NORTE DE SANTANDER,9
2017-08-17,QUINDIO,1
2017-08-17,RISARALDA,1
2017-08-17,SAN ANDRES,1
2017-08-17,SANTANDER,7
2017-08-17,SUCRE,2
2017-08-17,TOLIMA,5
2017-08-17,VALLE,36
2017-08-18,ANTIOQUIA,33
2017-08-18,ARAUCA,1
2017-08-18,ATLANTICO,15
2017-08-18,BOLIVAR,4
2017-08-18,BOYACA,4
2017-08-18,CALDAS,4
2017-08-18,CASANARE,2
2017-08-18,CAUCA,4
2017-08-18,CESAR,3
2017-08-18,CORDOBA,3
2017-08-18,CUNDINAMARCA,147
2017-08-18,GUAJIRA,4
2017-08-18,HUILA,4
2017-08-18,MAGDALENA,3
2017-08-18,META,23
2017-08-18,NARINO,7
2017-08-18,NORTE DE SANTANDER,4
2017-08-18,QUINDIO,1
2017-08-18,RISARALDA,1
2017-08-18,SAN ANDRES,1
2017-08-18,SANTANDER,9
2017-08-18,SUCRE,2
2017-08-18,TOLIMA,3
2017-08-18,VALLE,34
2017-08-19,ANTIOQUIA,35
2017-08-19,ATLANTICO,11
2017-08-19,BOLIVAR,6
2017-08-19,BOYACA,9
2017-08-19,CALDAS,5
2017-08-19,CAUCA,5
2017-08-19,CESAR,36
2017-08-19,CORDOBA,6
2017-08-19,CUNDINAMARCA,113
2017-08-19,GUAJIRA,1
2017-08-19,HUILA,11
2017-08-19,MAGDALENA,3
2017-08-19,META,4
2017-08-19,NARINO,7
2017-08-19,NORTE DE SANTANDER,3
2017-08-19,QUINDIO,9
2017-08-19,RISARALDA,5
2017-08-19,SAN ANDRES,1
2017-08-19,SANTANDER,9
2017-08-19,TOLIMA,8
2017-08-19,VALLE,59
2017-08-20,ANTIOQUIA,26
2017-08-20,ATLANTICO,7
2017-08-20,BOLIVAR,1
2017-08-20,BOYACA,7
2017-08-20,CALDAS,8
2017-08-20,CASANARE,1
2017-08-20,CAUCA,2
2017-08-20,CESAR,2
2017-08-20,CORDOBA,7
2017-08-20,CUNDINAMARCA,67
2017-08-20,HUILA,8
2017-08-20,MAGDALENA,2
2017-08-20,META,16
2017-08-20,NARINO,7
2017-08-20,NORTE DE SANTANDER,2
2017-08-20,RISARALDA,3
2017-08-20,SAN ANDRES,1
2017-08-20,SANTANDER,12
2017-08-20,SUCRE,2
2017-08-20,TOLIMA,5
2017-08-20,VALLE,43
2017-08-21,ANTIOQUIA,18
2017-08-21,ATLANTICO,6
2017-08-21,BOLIVAR,4
2017-08-21,BOYACA,3
2017-08-21,CALDAS,4
2017-08-21,CASANARE,2
2017-08-21,CAUCA,3
2017-08-21,CESAR,2
2017-08-21,CORDOBA,1
2017-08-21,CUNDINAMARCA,55
2017-08-21,GUAJIRA,2
2017-08-21,HUILA,4
2017-08-21,MAGDALENA,3
2017-08-21,META,3
2017-08-21,NARINO,2
2017-08-21,NORTE DE SANTANDER,1
2017-08-21,QUINDIO,3
2017-08-21,RISARALDA,4
2017-08-21,SAN ANDRES,1
2017-08-21,SANTANDER,5
2017-08-21,SUCRE,3
2017-08-21,TOLIMA,12
2017-08-21,VALLE,43
2017-08-22,ANTIOQUIA,32
2017-08-22,ATLANTICO,18
2017-08-22,BOLIVAR,5
2017-08-22,BOYACA,6
2017-08-22,CALDAS,3
2017-08-22,CAQUETA,2
2017-08-22,CASANARE,1
2017-08-22,CAUCA,3
2017-08-22,CESAR,3
2017-08-22,CHOCO,1
2017-08-22,CORDOBA,2
2017-08-22,CUNDINAMARCA,135
2017-08-22,GUAJIRA,1
2017-08-22,HUILA,6
2017-08-22,MAGDALENA,3
2017-08-22,META,3
2017-08-22,NARINO,9
2017-08-22,NORTE DE SANTANDER,7
2017-08-22,QUINDIO,8
2017-08-22,RISARALDA,6
2017-08-22,SANTANDER,9
2017-08-22,SUCRE,3
2017-08-22,TOLIMA,6
2017-08-22,VALLE,37
2017-08-23,AMAZONAS,1
2017-08-23,ANTIOQUIA,23
2017-08-23,ARAUCA,1
2017-08-23,ATLANTICO,22
2017-08-23,BOLIVAR,4
2017-08-23,BOYACA,1
2017-08-23,CALDAS,1
2017-08-23,CAQUETA,1
2017-08-23,CASANARE,1
2017-08-23,CAUCA,3
2017-08-23,CESAR,2
2017-08-23,CORDOBA,4
2017-08-23,CUNDINAMARCA,128
2017-08-23,GUAVIARE,1
2017-08-23,HUILA,5
2017-08-23,MAGDALENA,1
2017-08-23,META,4
2017-08-23,NARINO,7
2017-08-23,NORTE DE SANTANDER,2
2017-08-23,RISARALDA,8
2017-08-23,SAN ANDRES,1
2017-08-23,SANTANDER,10
2017-08-23,SUCRE,2
2017-08-23,TOLIMA,3
2017-08-23,VALLE,36
2017-08-24,ANTIOQUIA,24
2017-08-24,ARAUCA,1
2017-08-24,ATLANTICO,6
2017-08-24,BOLIVAR,4
2017-08-24,BOYACA,5
2017-08-24,CALDAS,3
2017-08-24,CASANARE,1
2017-08-24,CAUCA,2
2017-08-24,CESAR,7
2017-08-24,CORDOBA,5
2017-08-24,CUNDINAMARCA,114
2017-08-24,GUAJIRA,5
2017-08-24,HUILA,9
2017-08-24,META,7
2017-08-24,NARINO,5
2017-08-24,NORTE DE SANTANDER,5
2017-08-24,QUINDIO,1
2017-08-24,RISARALDA,3
2017-08-24,SANTANDER,14
2017-08-24,SUCRE,3
2017-08-24,TOLIMA,3
2017-08-24,VALLE,38
2017-08-25,ANTIOQUIA,21
2017-08-25,ARAUCA,1
2017-08-25,ATLANTICO,10
2017-08-25,BOLIVAR,3
2017-08-25,BOYACA,3
2017-08-25,CALDAS,3
2017-08-25,CAUCA,5
2017-08-25,CESAR,4
2017-08-25,CORDOBA,1
2017-08-25,CUNDINAMARCA,129
2017-08-25,GUAJIRA,1
2017-08-25,HUILA,8
2017-08-25,MAGDALENA,2
2017-08-25,META,1
2017-08-25,NARINO,7
2017-08-25,NORTE DE SANTANDER,46
2017-08-25,QUINDIO,5
2017-08-25,RISARALDA,3
2017-08-25,SAN ANDRES,2
2017-08-25,SANTANDER,17
2017-08-25,SUCRE,1
2017-08-25,TOLIMA,3
2017-08-25,VALLE,34
2017-08-26,ANTIOQUIA,30
2017-08-26,ATLANTICO,8
2017-08-26,BOLIVAR,5
2017-08-26,BOYACA,4
2017-08-26,CALDAS,1
2017-08-26,CAQUETA,1
2017-08-26,CAUCA,10
2017-08-26,CHOCO,1
2017-08-26,CORDOBA,2
2017-08-26,CUNDINAMARCA,98
2017-08-26,HUILA,6
2017-08-26,MAGDALENA,4
2017-08-26,META,8
2017-08-26,NARINO,7
2017-08-26,NORTE DE SANTANDER,1
2017-08-26,QUINDIO,4
2017-08-26,RISARALDA,3
2017-08-26,SANTANDER,8
2017-08-26,SUCRE,3
2017-08-26,TOLIMA,10
2017-08-26,VALLE,24
2017-08-27,ANTIOQUIA,12
2017-08-27,ARAUCA,1
2017-08-27,ATLANTICO,10
2017-08-27,BOYACA,4
2017-08-27,CALDAS,2
2017-08-27,CAQUETA,2
2017-08-27,CASANARE,1
2017-08-27,CAUCA,13
2017-08-27,CESAR,3
2017-08-27,CORDOBA,6
2017-08-27,CUNDINAMARCA,55
2017-08-27,GUAJIRA,1
2017-08-27,HUILA,2
2017-08-27,META,8
2017-08-27,NARINO,3
2017-08-27,NORTE DE SANTANDER,4
2017-08-27,QUINDIO,1
2017-08-27,RISARALDA,6
2017-08-27,SANTANDER,12
2017-08-27,SUCRE,4
2017-08-27,TOLIMA,7
2017-08-27,VALLE,15
2017-08-28,ANTIOQUIA,16
2017-08-28,ATLANTICO,11
2017-08-28,BOYACA,4
2017-08-28,CAUCA,1
2017-08-28,CESAR,2
2017-08-28,CORDOBA,7
2017-08-28,CUNDINAMARCA,88
2017-08-28,GUAJIRA,1
2017-08-28,HUILA,8
2017-08-28,MAGDALENA,3
2017-08-28,META,12
2017-08-28,NARINO,5
2017-08-28,NORTE DE SANTANDER,4
2017-08-28,RISARALDA,1
2017-08-28,SANTANDER,11
2017-08-28,TOLIMA,3
2017-08-28,VALLE,36
2017-08-29,ANTIOQUIA,31
2017-08-29,ATLANTICO,13
2017-08-29,BOLIVAR,20
2017-08-29,BOYACA,2
2017-08-29,CALDAS,1
2017-08-29,CAUCA,1
2017-08-29,CESAR,1
2017-08-29,CORDOBA,6
2017-08-29,CUNDINAMARCA,91
2017-08-29,GUAJIRA,1
2017-08-29,HUILA,2
2017-08-29,MAGDALENA,4
2017-08-29,META,4
2017-08-29,NARINO,6
2017-08-29,NORTE DE SANTANDER,3
2017-08-29,QUINDIO,2
2017-08-29,RISARALDA,5
2017-08-29,SANTANDER,5
2017-08-29,SUCRE,2
2017-08-29,TOLIMA,4
2017-08-29,VALLE,30
2017-08-30,ANTIOQUIA,20
2017-08-30,ATLANTICO,2
2017-08-30,BOLIVAR,2
2017-08-30,BOYACA,1
2017-08-30,CALDAS,4
2017-08-30,CAUCA,3
2017-08-30,CESAR,1
2017-08-30,CHOCO,1
2017-08-30,CORDOBA,10
2017-08-30,CUNDINAMARCA,60
2017-08-30,GUAJIRA,1
2017-08-30,HUILA,2
2017-08-30,MAGDALENA,5
2017-08-30,META,2
2017-08-30,NARINO,8
2017-08-30,NORTE DE SANTANDER,4
2017-08-30,QUINDIO,2
2017-08-30,RISARALDA,4
2017-08-30,SANTANDER,5
2017-08-30,SUCRE,1
2017-08-30,TOLIMA,5
2017-08-30,VALLE,27
2017-08-31,ANTIOQUIA,25
2017-08-31,ARAUCA,1
2017-08-31,ATLANTICO,8
2017-08-31,BOLIVAR,6
2017-08-31,CALDAS,1
2017-08-31,CAUCA,5
2017-08-31,CESAR,1
2017-08-31,CORDOBA,5
2017-08-31,CUNDINAMARCA,52
2017-08-31,MAGDALENA,6
2017-08-31,META,3
2017-08-31,NARINO,5
2017-08-31,NORTE DE SANTANDER,4
2017-08-31,QUINDIO,4
2017-08-31,RISARALDA,5
2017-08-31,SAN ANDRES,1
2017-08-31,SANTANDER,5
2017-08-31,SUCRE,2
2017-08-31,TOLIMA,9
2017-08-31,VALLE,11
